Request_ID,Timestamp,Partner_Type,Vendor,Service,API_Name,Endpoint_Category,Request_Status,HTTP_Status,Latency_ms,Retry_Count,Payload_Size_KB,Environment,Region,Error_Type,Security_Check,Encryption_Status,Response_Time,Transaction_Type
REQ000069,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,1702,0,42,Production,ap-south-1,None,Passed,Encrypted,2266,Verification
REQ000070,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,1185,0,20,Production,ap-south-1,None,Passed,Encrypted,524,Verification
REQ000071,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,1872,0,7,Production,ap-south-1,None,Passed,Encrypted,2366,Verification
REQ000072,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,1288,0,14,Production,ap-south-1,None,Passed,Encrypted,1504,Verification
REQ000073,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,1796,0,17,Production,ap-south-1,None,Passed,Encrypted,2170,Verification
REQ000074,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,1909,0,4,Production,ap-south-1,None,Passed,Encrypted,478,Verification
REQ000075,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,140,0,1,Production,ap-south-1,None,Passed,Encrypted,1466,Verification
REQ000076,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,586,0,11,Production,ap-south-1,None,Passed,Encrypted,1909,Verification
REQ000077,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,279,0,5,Production,ap-south-1,None,Passed,Encrypted,710,Verification
REQ000078,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,1242,0,36,Production,ap-south-1,None,Passed,Encrypted,706,Verification
REQ000079,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,681,0,24,Production,ap-south-1,None,Passed,Encrypted,263,Verification
REQ000080,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,561,0,43,Production,ap-south-1,None,Passed,Encrypted,521,Verification
REQ000081,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,1860,0,27,Production,ap-south-1,None,Passed,Encrypted,733,Verification
REQ000082,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,1688,0,12,Production,ap-south-1,None,Passed,Encrypted,1788,Verification
REQ000083,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,1943,0,22,Production,ap-south-1,None,Passed,Encrypted,1786,Verification
REQ000084,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,1662,0,45,Production,ap-south-1,None,Passed,Encrypted,542,Verification
REQ000085,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,1808,0,31,Production,ap-south-1,None,Passed,Encrypted,1011,Verification
REQ000086,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,992,0,23,Production,ap-south-1,None,Passed,Encrypted,1350,Verification
REQ000087,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,1401,0,13,Production,ap-south-1,None,Passed,Encrypted,1732,Verification
REQ000088,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,192,0,50,Production,ap-south-1,None,Passed,Encrypted,1243,Verification
REQ000089,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,868,0,44,Production,ap-south-1,None,Passed,Encrypted,2296,Verification
REQ000090,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,286,0,17,Production,ap-south-1,None,Passed,Encrypted,831,Verification
REQ000091,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Failed,400,757,2,28,Production,ap-south-1,Timeout,Passed,Encrypted,2194,Verification
REQ000092,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,1230,0,13,Production,ap-south-1,None,Passed,Encrypted,1143,Verification
REQ000093,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,53,0,34,Production,ap-south-1,None,Passed,Encrypted,2305,Verification
REQ000094,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,193,0,43,Production,ap-south-1,None,Passed,Encrypted,1452,Verification
REQ000095,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,305,0,47,Production,ap-south-1,None,Passed,Encrypted,1330,Verification
REQ000096,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,718,0,26,Production,ap-south-1,None,Passed,Encrypted,1311,Verification
REQ000097,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,1411,0,25,Production,ap-south-1,None,Passed,Encrypted,812,Verification
REQ000098,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,1757,0,1,Production,ap-south-1,None,Passed,Encrypted,1344,Verification
REQ000099,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,1659,0,38,Production,ap-south-1,None,Passed,Encrypted,1419,Verification
REQ000100,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,1433,0,14,Production,ap-south-1,None,Passed,Encrypted,2193,Verification
REQ000101,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,1680,0,48,Production,ap-south-1,None,Passed,Encrypted,795,Verification
REQ000102,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,1409,0,41,Production,ap-south-1,None,Passed,Encrypted,1472,Verification
REQ000103,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,1588,0,16,Production,ap-south-1,None,Passed,Encrypted,1371,Verification
REQ000104,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,351,0,2,Production,ap-south-1,None,Passed,Encrypted,289,Verification
REQ000105,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,1301,0,50,Production,ap-south-1,None,Passed,Encrypted,398,Verification
REQ000106,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,1339,0,37,Production,ap-south-1,None,Passed,Encrypted,896,Verification
REQ000107,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,549,0,10,Production,ap-south-1,None,Passed,Encrypted,122,Verification
REQ000108,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,498,0,12,Production,ap-south-1,None,Passed,Encrypted,2221,Verification
REQ000109,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,560,0,8,Production,ap-south-1,None,Passed,Encrypted,1969,Verification
REQ000110,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,1417,0,34,Production,ap-south-1,None,Passed,Encrypted,2389,Verification
REQ000111,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,1875,0,29,Production,ap-south-1,None,Passed,Encrypted,2167,Verification
REQ000112,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,1172,0,29,Production,ap-south-1,None,Passed,Encrypted,751,Verification
REQ000113,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,1589,0,16,Production,ap-south-1,None,Passed,Encrypted,1235,Verification
REQ000114,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,612,0,29,Production,ap-south-1,None,Passed,Encrypted,417,Verification
REQ000115,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,737,0,21,Production,ap-south-1,None,Passed,Encrypted,2312,Verification
REQ000116,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,523,0,25,Production,ap-south-1,None,Passed,Encrypted,725,Verification
REQ000117,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,884,0,22,Production,ap-south-1,None,Passed,Encrypted,2322,Verification
REQ000118,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,473,0,27,Production,ap-south-1,None,Passed,Encrypted,1695,Verification
REQ000119,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,1617,0,37,Production,ap-south-1,None,Passed,Encrypted,1658,Verification
REQ000120,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Failed,503,661,3,27,Production,ap-south-1,Timeout,Passed,Encrypted,2304,Verification
REQ000121,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,608,0,28,Production,ap-south-1,None,Passed,Encrypted,2089,Verification
REQ000122,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,1419,0,44,Production,ap-south-1,None,Passed,Encrypted,1756,Verification
REQ000123,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,1933,0,9,Production,ap-south-1,None,Passed,Encrypted,2287,Verification
REQ000124,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,1262,0,37,Production,ap-south-1,None,Passed,Encrypted,211,Verification
REQ000125,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,327,0,30,Production,ap-south-1,None,Passed,Encrypted,844,Verification
REQ000126,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,720,0,14,Production,ap-south-1,None,Passed,Encrypted,1962,Verification
REQ000127,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,1851,0,25,Production,ap-south-1,None,Passed,Encrypted,1239,Verification
REQ000128,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,217,0,31,Production,ap-south-1,None,Passed,Encrypted,179,Verification
REQ000129,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,766,0,15,Production,ap-south-1,None,Passed,Encrypted,381,Verification
REQ000130,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,1994,0,16,Production,ap-south-1,None,Passed,Encrypted,916,Verification
REQ000131,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,538,0,9,Production,ap-south-1,None,Passed,Encrypted,2039,Verification
REQ000132,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,496,0,30,Production,ap-south-1,None,Passed,Encrypted,1149,Verification
REQ000133,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,1293,0,48,Production,ap-south-1,None,Passed,Encrypted,569,Verification
REQ000134,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,271,0,38,Production,ap-south-1,None,Passed,Encrypted,205,Verification
REQ000135,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,1909,0,25,Production,ap-south-1,None,Passed,Encrypted,1724,Verification
REQ000136,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,1464,0,41,Production,ap-south-1,None,Passed,Encrypted,1094,Verification
REQ000137,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,667,0,44,Production,ap-south-1,None,Passed,Encrypted,595,Verification
REQ000138,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,927,0,43,Production,ap-south-1,None,Passed,Encrypted,1617,Verification
REQ000139,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,748,0,1,Production,ap-south-1,None,Passed,Encrypted,1820,Verification
REQ000140,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,791,0,41,Production,ap-south-1,None,Passed,Encrypted,1983,Verification
REQ000141,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,1552,0,34,Production,ap-south-1,None,Passed,Encrypted,1206,Verification
REQ000142,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,1741,0,47,Production,ap-south-1,None,Passed,Encrypted,1199,Verification
REQ000143,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,1751,0,6,Production,ap-south-1,None,Passed,Encrypted,1242,Verification
REQ000144,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,1001,0,37,Production,ap-south-1,None,Passed,Encrypted,1652,Verification
REQ000145,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Failed,503,422,3,14,Production,ap-south-1,Timeout,Passed,Encrypted,1553,Verification
REQ000146,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,1852,0,39,Production,ap-south-1,None,Passed,Encrypted,1231,Verification
REQ000147,2024-03-01T10:00:00Z,Bank,Vendor_A,KYC,VerifyAadhaar,Identity,Success,200,441,0,6,Production,ap-south-1,None,Passed,Encrypted,1088,Verification
REQ000148,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,1602,0,16,Production,ap-south-1,None,Passed,Encrypted,2050,Verification
REQ000149,2024-03-01T10:00:00Z,Bank,Vendor_D,KYC,VerifyAadhaar,Identity,Success,200,85,0,6,Production,ap-south-1,None,Passed,Encrypted,1305,Verification
REQ000150,2024-03-01T10:00:00Z,Bank,Vendor_B,KYC,VerifyAadhaar,Identity,Success,200,548,0,20,Production,ap-south-1,None,Passed,Encrypted,2482,Verification
REQ000151,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,1137,0,23,Production,ap-south-1,None,Passed,Encrypted,1842,Verification
REQ000152,2024-03-01T10:00:00Z,Bank,Vendor_C,KYC,VerifyAadhaar,Identity,Success,200,979,0,18,Production,ap-south-1,None,Passed,Encrypted,1355,Verification
